bootstrap,metric,raw_dynamic_minus_static,oriented_dynamic_advantage
31,path_length_similarity,0.17077057211198898,0.17077057211198898
31,acceleration_direction_cosine,0.2960161290515925,0.2960161290515925
31,zero_lag_correlation,0.16899287864515766,0.16899287864515766
31,best_lag_correlation,0.1682849900285469,0.1682849900285469
32,position_correlation,0.06212037337525467,0.06212037337525467
32,position_cosine,0.1397618552882537,0.1397618552882537
32,normalized_position_rmse,-0.05193089529169781,0.05193089529169781
32,velocity_direction_cosine,0.18163008439008882,0.18163008439008882
32,speed_profile_correlation,-0.06305607565437898,-0.06305607565437898
32,path_length_similarity,0.24283897369760288,0.24283897369760288
32,acceleration_direction_cosine,0.26165766912444904,0.26165766912444904
32,zero_lag_correlation,0.06509243795973363,0.06509243795973363
32,best_lag_correlation,0.07105157271751028,0.07105157271751028
33,position_correlation,0.1542344310494148,0.1542344310494148
33,position_cosine,0.28904698508482235,0.28904698508482235
33,normalized_position_rmse,-0.12523212686386753,0.12523212686386753
33,velocity_direction_cosine,0.19612185307901392,0.19612185307901392
33,speed_profile_correlation,-0.009238569494622872,-0.009238569494622872
33,path_length_similarity,0.16603527135430218,0.16603527135430218
33,acceleration_direction_cosine,0.2657017319438061,0.2657017319438061
33,zero_lag_correlation,0.14536502887544667,0.14536502887544667
33,best_lag_correlation,0.14848715384288635,0.14848715384288635
34,position_correlation,0.12603458598734762,0.12603458598734762
34,position_cosine,0.16423706429716556,0.16423706429716556
34,normalized_position_rmse,-0.10110356334257409,0.10110356334257409
34,velocity_direction_cosine,0.16747054912588732,0.16747054912588732
34,speed_profile_correlation,-0.03534302348224394,-0.03534302348224394
34,path_length_similarity,0.18352091491198685,0.18352091491198685
34,acceleration_direction_cosine,0.25207620108920414,0.25207620108920414
34,zero_lag_correlation,0.10861564928871148,0.10861564928871148
34,best_lag_correlation,0.1147948458539868,0.1147948458539868
35,position_correlation,0.12945300990882225,0.12945300990882225
35,position_cosine,0.15268339761864713,0.15268339761864713
35,normalized_position_rmse,-0.11171445106362499,0.11171445106362499
35,velocity_direction_cosine,0.1554641719410123,0.1554641719410123
35,speed_profile_correlation,-0.009893696110221728,-0.009893696110221728
35,path_length_similarity,0.16449641995923592,0.16449641995923592
35,acceleration_direction_cosine,0.21426433880869042,0.21426433880869042
35,zero_lag_correlation,0.11753856662247109,0.11753856662247109
35,best_lag_correlation,0.11943145587092552,0.11943145587092552
36,position_correlation,0.22080877316391345,0.22080877316391345
36,position_cosine,0.33913899225425637,0.33913899225425637
36,normalized_position_rmse,-0.22586652599603563,0.22586652599603563
36,velocity_direction_cosine,0.1420154806073795,0.1420154806073795
36,speed_profile_correlation,0.008896974400860458,0.008896974400860458
36,path_length_similarity,0.14566015625403328,0.14566015625403328
36,acceleration_direction_cosine,0.2081173172134603,0.2081173172134603
36,zero_lag_correlation,0.19444541947768446,0.19444541947768446
36,best_lag_correlation,0.19790041414826753,0.19790041414826753
37,position_correlation,0.31122501675528935,0.31122501675528935
37,position_cosine,0.4411432222800645,0.4411432222800645
37,normalized_position_rmse,-0.23471265890815418,0.23471265890815418
37,velocity_direction_cosine,0.21210113078240883,0.21210113078240883
37,speed_profile_correlation,0.03504805082992618,0.03504805082992618
37,path_length_similarity,0.12407251314371093,0.12407251314371093
