split,metric,value
49,best_lag_correlation,0.8810363877741634
50,position_correlation,0.8509536222789147
50,position_cosine,0.8159504212387809
50,normalized_position_rmse,0.5941617920544043
50,velocity_direction_cosine,0.6080643844587694
50,speed_profile_correlation,0.7747780606627775
50,path_length_similarity,0.9483084127996197
50,acceleration_direction_cosine,0.5502979853990111
50,zero_lag_correlation,0.8561141731569739
50,best_lag_correlation,0.8561141731569739
51,position_correlation,0.8695913464697655
51,position_cosine,0.8311631230045353
51,normalized_position_rmse,0.5397996042111955
51,velocity_direction_cosine,0.638485400720313
51,speed_profile_correlation,0.7987258920641196
51,path_length_similarity,0.9344478304671838
51,acceleration_direction_cosine,0.5561971350975979
51,zero_lag_correlation,0.8749175110160643
51,best_lag_correlation,0.8749175110160643
52,position_correlation,0.828247615897153
52,position_cosine,0.8116197822377816
52,normalized_position_rmse,0.5722595026029728
52,velocity_direction_cosine,0.5966174413438801
52,speed_profile_correlation,0.742758731853828
52,path_length_similarity,0.995224472935878
52,acceleration_direction_cosine,0.5181033003061716
52,zero_lag_correlation,0.8346145033583332
52,best_lag_correlation,0.8346145033583332
53,position_correlation,0.8418650784646073
53,position_cosine,0.8305140477680916
53,normalized_position_rmse,0.6148993817720005
53,velocity_direction_cosine,0.6079415371632286
53,speed_profile_correlation,0.7755396161536585
53,path_length_similarity,0.8367884504731895
53,acceleration_direction_cosine,0.5258721555232042
53,zero_lag_correlation,0.8496164889006723
53,best_lag_correlation,0.8496164889006723
54,position_correlation,0.8440706699082592
54,position_cosine,0.8170169346019538
54,normalized_position_rmse,0.5604497988375363
54,velocity_direction_cosine,0.6568522434974938
54,speed_profile_correlation,0.7348078727853831
54,path_length_similarity,0.8855327705481076
54,acceleration_direction_cosine,0.5750689485106101
54,zero_lag_correlation,0.8492322212862723
54,best_lag_correlation,0.8492322212862723
55,position_correlation,0.8788672195668699
55,position_cosine,0.8536282159296004
55,normalized_position_rmse,0.4828778623358588
55,velocity_direction_cosine,0.6489955530395483
55,speed_profile_correlation,0.8073730518145789
55,path_length_similarity,0.9589757980889353
55,acceleration_direction_cosine,0.5581206984092144
55,zero_lag_correlation,0.8831397374766579
55,best_lag_correlation,0.8840805996930244
56,position_correlation,0.8350578151594396
56,position_cosine,0.7993063729105907
56,normalized_position_rmse,0.6495059220581688
56,velocity_direction_cosine,0.6056736602058523
56,speed_profile_correlation,0.7449130409007768
56,path_length_similarity,0.8822822710065561
56,acceleration_direction_cosine,0.5364936796931797
56,zero_lag_correlation,0.8432639595428673
56,best_lag_correlation,0.8432639595428673
57,position_correlation,0.8392937452531772
57,position_cosine,0.7833232192545684
57,normalized_position_rmse,0.5545378714260731
